form_id,form
342,häufe
343,lizisch
344,hotel
345,kultur
346,sowieso
347,guets
348,agebot
349,macht
350,übere
351,huufe
352,vor
353,auem
354,gfaketi
355,überau
356,sis
357,gmerkt
358,chönnte
359,ihm
360,gä
361,verstahs
362,äuä
363,heftig
364,dach
365,agsteute
366,(....)
367,komisch
368,chef
369,gseit
370,verstah
371,nis
372,VOLG
373,kontrolliere
374,niso
375,gchouft
376,ahh
377,zwölf
378,jährige
379,klar
380,dörfte
381,sies
382,verchoufe
383,kirschstängeli
384,wer
385,besuuft
386,aube
387,mim
388,vater
389,fein
390,gfunge
391,baileys
392,gno
393,schlückli
394,porbiere
395,chrazet
396,wii
397,wää
398,bier
399,gärn
400,trinkes
401,je
402,nachdem
403,CHOPFAB
404,ender
405,[irgend
406,buh
407,eh]
408,geburi
409,hönne
410,gstört
411,speter
412,erste
413,überhoupt
414,bsoffe
415,wäres
416,drücke
417,id
418,finger
419,zie
420,zersch
421,schue
422,ab
423,SOMMERSBY
424,mega
425,finge
426,strängi
427,istellig
428,diskutiert
429,zue
430,hallo
431,bso
432,besoffe
433,gö
434,suufe
435,verstahni
436,geisch
437,[
438,]
439,losisch
440,zü
441,musig
442,dine
443,airpods
444,bisch
445,snapchat
446,ungerwägs
447,snappisch
448,snaps
449,obwohl
450,chöntsch
451,rede
452,blödele
453,tschüss
454,angers
455,dir
456,heit
457,nech
458,troffe
459,zum
460,sondern
461,z
462,fiire
463,und
464,chum
465,biite
466,sinn
467,säge
468,dicht
469,wuuchenänd
470,längwilig
471,niemer
472,wider
473,trinke
474,exit
475,probiert
476,spile
477,spili
478,meusch
479,schwirig
480,mittlere
481,extremere
482,dehei
483,müesses
484,muess
485,mä
486,namitag
487,chönt
488,dudes
489,chligruppe
490,konzentriert
491,(unverständllich)
492,headis
493,würd
494,is
495,griff
496,dassi
497,hätt
498,müesste
499,wirsch
500,abgfüut
501,abfüue
502,chaschs
503,wasser
504,insta
505,gläse
506,spass
507,gnue
508,trunke
509,anger
510,usegheit
511,rouhockeyler
512,sogar
513,uttige
514,zuefällig
515,nimmi
516,lug
517,nachbarschft
518,scheisse
519,summer
520,hauetraining
521,aha
522,musikalisch
523,sportlech
524,alphorn
525,horn
526,unihockey
527,einzigi
528,krass
529,räscht
530,usegfulet
531,sportler
532,künstlerklasse
533,normali
534,gymerklasse
535,(.....)
536,woah
537,hm
538,ghöri
539,drzue
540,momänt
541,auber
542,lang
543,bänder
544,lengere
545,usfau
546,cha
547,dür
548,usm
549,sportgymer
550,usegheie
551,(.......)
552,wow
553,inland
554,umgäbig
555,bern
556,fändi
557,chaut
558,biwakne
559,BLUEME
560,fasch
561,möge
562,ufe
563,loufe
564,dänkt
565,zää
566,heiligeschwändi
567,rehaklinik
568,gwüsst
569,haub
570,stung
571,lenger
572,iih
573,rucksack
574,schwerer
575,jakobsweg
576,kilo
577,euf
578,drüü
579,liter
580,pfännli
581,wäg
582,nächste
583,morge
584,liechter
585,gschickt
586,packet
587,inegstopft
588,trage
589,machts
590,super
591,hiufsbereit
592,meischte
593,(........)
594,smartcamp
595,dert
596,nacht
597,ungerkunft
598,müessä
599,[suechä]
600,hammer
601,huh
602,ugh
603,verbringe
604,ohni
605,schwoscht
606,mh
607,ächt
608,gspannt
609,bös
610,gmeint
611,gseh
612,leitigsperson
613,seit
614,sehr
615,hingerfragt
616,überlege
617,chömet
618,weisi
619,hingerfrage
620,söfu
621,läbes
622,dänker
623,macher(..)
624,sache
625,bim
626,gloube
627,houptsach
628,wot
629,orte
630,fänd
631,HAWAII
632,fiume
633,wunderschön
634,dört
635,schei
636,takiitos
637,takentos
638,schön
639,schöni
640,insle
641,zimlech
642,ribi
643,ömu
644,HOHTÜRLI
645,kientalersiite
646,alpe
647,umgekehrte
648,tempo
649,umgekehrti
650,reihefolg
651,änne
652,aso
653,LOCHMÄNNER
654,äne
655,OESCHINE
656,OESCHINESEE
657,blaus
658,hey
659,gstange
660,achegluegt
661,söu
662,beschribe
663,passiert
664,ernst
665,jetzt
666,dünkt
667,ZAKYNTHOS
668,berührt
669,touristisch
670,afang
671,dobe
672,lüt
673,[achä
674,gsehsch]
675,desto
676,witer
677,ache
678,turnschuhe
679,touriste
680,geit
681,sit
682,misstritt
683,gfährdet
684,ufegloffe
685,git
686,itzä
687,dings
688,shuttletaxi
689,taustation
690,see
691,füre
692,eine
693,bärge
694,bruchsch
695,au
696,touris
697,gröselis
698,hingere
699,chöme
700,ufene
701,ume
702,chunnsch
703,rund
704,bergstation
705,vorauem
706,berge
707,natur
708,hashtag
709,naturelife
710,dene
711,schueh
712,naturmönsch
713,richtige
714,naturmönsche
715,go
716,for
717,GRETA
718,uh
719,loufsch
720,wenn
721,eifacher
722,nimmsch
723,wanderwäg
724,würklech
725,chline
726,wägli
727,unger
728,ändi
729,nünti
730,klass
731,wandere
732,ihrer
733,familie
734,ihre
735,brüetsch
736,cousine
737,ihrä
738,kennt
739,zwöit
740,egau
741,geng
742,emu
743,ufeloufe
744,gmüetlech
745,kennes
746,mers
747,gwannet
748,wanderschueh
749,agha
750,usgrüstet
751,losgloffe
752,schnäu
753,mini
754,hüft
755,tuet
756,weh
757,mis
758,chnöi
759,tape
760,paar
761,blibe
762,stah
763,louf
764,düre
765,jedes
766,ahautisch
767,aloufe
768,wius
769,kraft
770,chostet
771,zieh
772,füüf
773,pouse
774,machsch
775,atrengender
776,zmittagspouse
777,gäbiger
778,gspüre
779,gloubt
780,verbi
781,gloffe
782,tja
783,s'muess
784,säuber
785,merke
786,ewigs
787,bruucht
788,wott
789,schlächt
790,ke
791,ahnig
792,schäacht
793,mah
794,geits
795,dim
796,fuess
797,dunger
798,zug
799,gwartet
800,ihres
801,mami
802,wenier
803,happig
804,erinnerig
805,teu
806,maches
807,weniger
808,fing
809,wenigstens
810,bähnli
811,ok
812,(......)
813,irgend
814,letschti
815,chönnti
816,allei
817,füess
818,tag
819,hie
820,bis
821,TAFERS
822,LAUSANNE
823,räschtleche
824,vier
825,easy
826,verschneit
827,obe
828,RÜEGGISBERG
829,SEFTIGE
830,drüber
831,daheime
832,vorwärts
833,zwungnegi
834,glich
835,erfrore
836,während
837,dasch
838,füfezwänzigi
839,spontan
840,ungerwegs
841,SPANIE
842,SANTIAGO
843,DE
844,COMPOSTELA
845,ziu
846,vili
847,EUROPA
848,s'git
849,er
850,weg
851,wegnetz
852,chönne
853,ustuusche
854,zwöite
855,hert
856,gägä
857,schluss
858,ta
859,glänk
860,ilageshole
861,chiller
862,surre
863,nach
864,wüu's
865,natürlech
866,gross
867,jammeri
868,nä
869,chöimer
870,bitte
871,wüeschtischte
872,ufgä
873,frag
874,hätti
875,[nie]
876,igestah
877,würdsch
878,härä
879,kenne
880,möchti
881,fröid
882,täg
883,weni
884,überleit
885,fänds
886,cooler
887,flugi
888,vom
889,ort
890,flüge
891,über
892,RUSSLAND
893,ASIE
894,müglechkeite
895,outo
896,vermide
897,ines
898,land
899,beschte
900,englisch
901,schaffe
902,irgenwie
903,baarkeepere
904,mitzt
905,inne
906,erläbsch
907,(.........)
908,luegsch
909,irgendwiä
910,beach
911,resort
912,iiheimische
913,offe
914,erläbe
915,itze
916,reise
917,IRLAND
918,mönet
919,greist
920,büürin
921,glehrt
922,SCHWEIZ
923,irendwie
924,ene
925,farm
926,kontakt
927,mitbecho
928,jap
929,frage
930,wenni
931,haube
932,siite
933,odr
934,mueter
935,schwoschte
936,einti
937,wäre
938,cousins
939,zwüscheziit
940,ahang
941,nur
942,häufti
943,wiehnachte
944,gfiiret
945,dere
946,grosi
947,alass
948,get
949,ready
950,höhö
951,heter
952,komischi
953,haar
954,za
955,afro
956,afrikanischs
957,schwizer
958,locke
959,usgseh
960,hoi
961,mai
962,afangs
963,märz
964,wemes
965,hundert
966,äch
967,wieder
968,day
969,hi
970,(. )
971,gfahre
972,irgendöpperem
973,louft
974,ämu
975,vortragszüg
976,umeghocket
977,motivation
978,burgdorfer
979,heits
980,steit
981,druf
982,abzie
983,letscht
984,wärde
985,euter
986,aut
987,baud
988,sibzähni
989,eigentlech
990,gfüue
991,sig
992,wet
993,sibe
994,sächzähni
995,üses
996,team
997,aluegsch
998,äutischt
999,wird
1000,füfezwänzgi
1001,zwöiezwänzgi
1002,einezwänzgi
1003,junge
1004,hüratet
1005,ersch
1006,hürate
1007,imne
1008,atrag
1009,gas
1010,nächscht
1011,herbst
1012,gliichziitig
1013,erfahre
1014,räschte
1015,verlobt
1016,location
1017,rot
1018,süess
1019,süesse
1020,sirup
1021,fium
1022,luege
1023,glace
1024,luscht
1025,chips
1026,öich
1027,labberä
1028,müesst
1029,ufschribe
1030,berndütsch
1031,gredt
1032,hochdütsch
1033,gmacht
1034,hätte
1035,hättisch
1036,play
1037,hättses
1038,ufgschribe
1039,eutereabe
1040,ganze
1041,zite
1042,höhöhö
1043,dütschi
1044,verstöh
1045,schwiizerdütsch
1046,wod
1047,müeh
1048,mitm
1049,diskussionsrundine
1050,tische
1051,eint
1052,tisch
1053,umegluegt
1054,eus
1055,teuwis
1056,extrem
1057,lose
1058,CHASPERLI
1059,hin
1060,PAW
1061,PATROL
1062,FEUERWEHRMANN
1063,SAM(.)
1064,kassette
1065,wir
1066,spielen
1067,drei
1068,hund
1069,zahle
1070,sechzighundert
1071,werden
1072,züg
1073,gnau
1074,härzig
1075,wünscht
1076,gschwüsterti
1077,code
1078,gott
1079,g
1080,t
1081,s
1082,bibu
1083,gschmückt
1084,p
1085,figürli
1086,gester
1087,zwö
1088,langsam
1089,näme
1090,SKYE
1091,ROCKY
1092,wobble
1093,ghöre
1094,verezeue
1095,hüete
1096,wunschliste
1097,handy
1098,füehre
1099,möcht
1100,uuh
1101,wünschisch
1102,eilech
1103,uhh
1104,schänke
1105,liebi
1106,wünsche
1107,lockestab
1108,vortag
1109,gwäsche
1110,gsehts
1111,wes
1112,ghüsteret
1113,usgseht
1114,verstrublet
1115,wä
1116,finges
1117,gfauts
1118,hase
1119,typische
1120,rossschwanz
1121,gle-
1122,uftue
1123,drum
1124,wickle
1125,glette
1126,läbe
1127,glettet
1128,stress
1129,beidi
1130,gwitzlet
1131,steisch
1132,viertu
1133,ufgtange
1134,haubi
1135,eim
1136,längt
1137,söue
1138,billet
1139,löse
1140,chumi
1141,fahrt
1142,mine
1143,luegä
1144,velo
1145,bschlosse
1146,wäggsecklet
1147,veloständer
1148,ungädüre
1149,füfedriisg
1150,nünedriisg
1151,ganzi
1152,igfahre
1153,seckle
1154,gumpe
1155,dänke
1156,grüeni
1157,ringli
1158,türe
1159,grüene
1160,nümme
1161,liebe
1162,lockfüehrer
1163,nächher
1164,hetter
1165,fahre
1166,dire
1167,nase
1168,leid
1169,immerhin
1170,verpasst
1171,sächsedrissg
1172,abgmacht
1173,wi
1174,sisch
1175,blöd
1176,schlimm
1177,ultra
1178,läng
1179,mittag
1180,isst
1181,hinger
1182,dra
1183,ob
1184,pfiife
1185,lehrt
1186,tüet
1187,planä
1188,mmm
1189,gloubi
1190,ofe
1191,(imitiert ein geräusch)
1192,ii
1193,zämä
1194,besprechä
1195,(unverständliche geräusche)
1196,loufts
1197,asträngendi
1198,schueu
1199,gymeler
1200,mängisch
1201,eini
1202,nöi
1203,paraklass
1204,stöh
1205,merci
1206,kopfhörer
1207,ane
1208,grosse
1209,redet
1210,erkläre
1211,ey
1212,lost
1213,gäu
1214,zwöifige
1215,loset
1216,spongebob
1217,game
1218,dräck
1219,gummistifle
1220,schlöfle
1221,böimli
1222,liechtig
1223,schleuse
1224,chliine
1225,schlamm
1226,inegange
1227,versunke
1228,GRIECHELAND
1229,ide
1230,ferie
1231,strand
1232,militär
1233,zwölfjährige
1234,ligistuhl
1235,dürechrüüche
1236,irgendiwe
1237,fingerspitze
1238,zäihe
1239,ine
1240,ablige
1241,sandburg
1242,boue
1243,fiis
1244,kreativ
1245,wem
1246,wäm
1247,ghei
1248,sse
1249,[so]
1250,gloubs
1251,nami
1252,chötzle
1253,eutere
1254,chärri
1255,gstohle
1256,gottesdienst
1257,chärre
1258,worde
1259,entsetzt
1260,wies
1261,wüsse
1262,seich
1263,inkusiv
1264,drinks
1265,hole
1266,zeige
1267,sone
1268,vierzä
1269,jünger
1270,motze
1271,alkohol
1272,bechunnt
1273,nächschte
1274,sträng
1275,kontrolliert
1276,drink
1277,pro
1278,person
1279,plötzlech
1280,heisi
1281,zämegschisse
1282,heicho
1283,mama
1284,guete
1285,geburtstag
1286,ehh
1287,ufknacke
1288,verzeut
1289,grosspapi
1290,papi
1291,ufknackt
1292,schnaps
1293,usetrunke
1294,ihne
1295,sötigi
1296,achegüttere
1297,ids
1298,koma
1299,darf
1300,probiere
1301,ä
1302,bitter
1303,BURGDORFER
1304,BÄRNER
1305,MÜNTSCHI
1306,scho(.)
1307,EVE
1308,drgäge
1309,schad
1310,feins
1311,getränk
1312,bispiu
1313,cooli
1314,extra
1315,furt
1316,pool
1317,cools
1318,huus
1319,übertribe
1320,beerpong
1321,adventure
1322,room
1323,träffe
1324,grad
1325,lacht
1326,unlogisch
1327,ach
1328,apero
1329,handbauer
1330,besseri
1331,aune
1332,ifluss
1333,iiskunstläufere
1334,yup
1335,hand
1336,schüteler
1337,nh
1338,wimmis
1339,uttiger
1340,kunstturnerinne
1341,chrüzband
1342,grisse
1343,snowboardcross
1344,gletscher
1345,usland
1346,pumptrick
1347,roubrätt
1348,musiker
1349,klavier
1350,klassisch
1351,jazz
1352,hmh
1353,hornspilere
1354,gringlet
1355,instrument
1356,judo
1357,karate
1358,künstler
1359,füfzä
1360,vierezwänzg
1361,drzuecho
1362,jahrgang
1363,drüäzwänzg
1364,dèsch
1365,ruedere
1366,nöie
1367,bräit
1368,liechtatlet
1369,schwümmerin
1370,klav
1371,pianistin
1372,verteilt
1373,närä
1374,künschtler
1375,turmspringer
1376,unfau
1377,chopf
1378,brett
1379,agschlage
1380,hirnflüssigkeit
1381,litzt
1382,(unvertändlich)
1383,harmlos
1384,vergliichsch
1385,verletzige
1386,blibsch
1387,dini
1388,darfsch
1389,seisch
1390,sport
1391,bringts
1392,spart
1393,lieber
1394,schwärpunktfach
1395,lehrling
1396,hex
1397,irgendwo
1398,spanisch
1399,musik
1400,DEUTSCHLAND
1401,chor
1402,opere
1403,bg
1404,aluege
1405,schueuhuus
1406,uftreg
1407,lehrerin
1408,derte
1409,vorschleg
1410,tagesworkshops
1411,biuspiu
1412,settnige
1413,vortrag
1414,rollstuheu
1415,umgö
1416,öpperem
1417,bire
1418,suppechüchi
1419,ono
1420,survivaltäg
1421,heise
1422,GRAUBÜNDE
1423,gibsch
1424,elektronische
1425,gisch
1426,topf
1427,vergrabe
1428,tuesch
1429,mätteli
1430,schlafsack
1431,überläbe
1432,chrütlireis
1433,barfuess
1434,stärnehimmu
1435,kes
1436,gwicht
1437,höchstens
1438,verteilig
1439,würde
1440,ussetze
1441,bechöme
1442,charte
1443,kompass
1444,drisg
1445,franke
1446,inere
1447,ziitspanni
1448,standort
1449,buure
1450,übernachte
1451,gäud
1452,leiter
1453,fröie
1454,leite
1455,joa
1456,[haut
1457,so]
1458,wos
1459,schächt
1460,züüg
1461,kritisch
1462,hingerfragsch
1463,überleisch
1464,fescht
1465,gfüeu
1466,troumdestination
1467,mmh
1468,sorry
1469,verzeu
1470,nääh
1471,gfüheu
1472,gehsch
1473,biuder
1474,influencer
1475,schöne
1476,fotospot
1477,stund
1478,astah
1479,foto
1480,tri
1481,ki
1482,trikimi
1483,k
1484,katakomb
1485,ire
1486,höhli
1487,blauem
1488,bundalp
1489,blausee
1490,ih
1491,gs
1492,wonr
1493,zuegfrore
1494,winter
1495,minus
1496,wintersschuh
1497,winterjacke
1498,skihose
1499,ihrne
1500,lackschüeli
1501,dänki
1502,gmüetleche
1503,spaziergang
1504,meinsch
1505,INSTAGRAM
1506,gondeli
1507,hiking
1508,beautiful
1509,nature
1510,really
1511,wirds
1512,astrengender
1513,föteli
1514,erschti
1515,schnäuschte
1516,vorus
1517,secklet
1518,tschuu
1519,vorne
1520,kollege
1521,FRIBOURGISCHE
1522,amne
1523,ehrgiz
1524,ku
1525,mire
1526,kollegin
1527,grossi
1528,ghüratet
1529,tochter
1530,ihrem
1531,ma
1532,wäutreis
1533,sächs
1534,reist
1535,wäutgschicht
1536,erschts
1537,DUBAI
1538,MALEDIVE
1539,BANGKOK
1540,öb
1541,einzelne
1542,etape
1543,ruum
1544,AUSTRALIE
1545,haubs
1546,würdi
1547,bueche
1548,häreflug
1549,motel
1550,luegi
1551,gani
1552,lehri
1553,lehrsch
1554,spannend
1555,family
1556,diner
1557,cousin
1558,teil
1559,kennsch
1560,würkl
1561,lech
1562,eeh
1563,bischs
1564,spät
1565,hello
1566,brüue
1567,kaputt
1568,dumm
1569,abzoge
1570,hasä
1571,gleit
1572,jacke
1573,gschosse
1574,sä
1575,ghockt
1576,bügu
1577,mes
1578,zwänzgi
1579,steu
1580,hüratä
1581,schüttle
1582,wiiser
1583,unge
1584,botz
1585,müehsam
1586,uswärte
1587,usländer
1588,settigi
1589,franzos
1590,glück
1591,ich
1592,mag
1593,kein
1594,hochdeutsch
1595,fernsehsprach
1596,ipod
1597,pod
1598,schatztrucke
1599,gschribe
1600,zahlecode
1601,schatz
1602,truh
1603,truhe
1604,poh
1605,patrol
1606,usprichsch
1607,MARSHALL
1608,dsch
1609,füürwehr
1610,hung
1611,RYDER
1612,hami
1613,wiehnacht
1614,vorhär
1615,sporttäsche
1616,gschänk
1617,glettise
1618,lockstab
1619,brucht
1620,bruuche
1621,gschafft
1622,stab
1623,clipper
1624,um
1625,drumwickle
1626,ufta
1627,ufä
1628,(..........)
1629,nünedrissg
1630,achtedrissg
1631,ifahrt
1632,trottinette
1633,gibi
1634,gheihe
1635,stäge
1636,chume
1637,fahr
1638,erläbt
1639,zig
1640,drückt
1641,aghaute
1642,inechönne
1643,schlimmer
1644,drücksch
1645,hanis
1646,fahrter
1647,enttüschig
1648,blick
1649,bsueche
1650,lehre
1651,ungerbräche
1652,wirde
1653,dezember
1654,vierezwänzgi
1655,wässerig
1656,gueti
1657,st-
1658,plus
1659,moins
1660,transkribiere
1661,wünschet
1662,wieni
1663,(für dass schöner chasch machä)
1664,(UNVERSTÄNDLICH)
1665,informiere
1666,sozäge
1667,u:nd
1668,iverständniserklärige
1669,gnusch
1670,sägets
1671,dis
1672,beidi:
1673,un
1674,name
1675,ne:
1676,du::
1677,punkt
1678,totau
1679,bünzlischwizerin
1680,(LACHT)
1681,muessi
1682,dämfau
1683,wohnet
1684,nume
1685,drü
1686,vonenang
1687,entfernt
1688,hautet
1689,chindheitsfründin
1690,ewig
1691,weme
1692,ufwachst
1693,achtzäni
1694,gli
1695,fertig
1696,nimi
1697,nü:m
1698,auzu
1699,ja:
1700,öie
1701,wit
1702,lä
1703,füfi
1704,woche
1705,sech
1706,((LACHEND)
1707,so)
1708,zämegsetzt
1709,ängli:sch)
1710,änglisch
1711,wächsle
1712,üebe
1713,a'a's
1714,der
1715,one
1716,länge
1717,müed
1718,i:s
1719,bräche
1720,witz
1721,tschuudigung
1722,uffrüsche
1723,wennd
1724,tagtäglech
1725,redsch
1726,kennet
1727,diskussionsstoff
1728,verschidnigste
1729,theme
1730,ehrlech
1731,unbedingt
1732,ussortiert
1733,per
1734,zuefau
1735,finget
1736,blödi
1737,verwärfe
1738,re
1739,witere
1740,delete
1741,brüetsche
1742,wiud
1743,äutere
1744,jüngere
1745,u:
1746,machtstrukture
1747,ändere
1748,mitem
1749,auter
1750,gäu)
1751,irgendwenn
1752,grössi
1753,usschlaggebend
1754,euch
1755,schwoste
1756,tendenziell
1757,ungerschide
1758,konflikte
1759,löst
1760,überwäutige
1761,wirschs
1762,vermisse
1763,chönntet
1764,winke
1765,nächi
1766,zollikofe
1767,ittige
1768,nachbarin
1769,gid
1770,zieht
1771,gad
1772,tür
1773,schwo
1774,uszieht
1775,warte
1776,gids
1777,ellei
1778,wohne
1779,uszoge
1780,äuter
1781,hoffi
1782,(s isch)
1783,schwierig
1784,sueche
1785,früeh
1786,(e)r
1787,lust
1788,ers
1789,mittlerwile
1790,suechsch
1791,(-)
1792,fra:g
1793,no)
1794,dasmau
1795,glücks
1796,glücksma
1797,definitiv
1798,öii
1799,these
1800,froue
1801,männer
1802,ghört
1803,steuet
1804,bsoffnige
1805,pilot
1806,gieng
1807,job
1808,chönnt
1809,verbinde
1810,schliesst
1811,negativspirale
1812,v
1813,viune
1814,merkt
1815,a:
1816,verstecke
1817,aukohouproblem
1818,fründeskreis
1819,fautsch
1820,d(a)sch
1821,so'
1822,sött
1823,hoffentlech
1824,wüus
1825,glustet
1826,ua:
1827,beidem
1828,dir:
1829,entdeckt
1830,sirupbueb
1831,(weni/wien ig)
1832,verloffe
1833,pflichte
1834,wahrgno
1835,oa:
1836,lehrkraft
1837,chöit
1838,meint
1839,passiere
1840,kiffe
1841,problem
1842,chli:
1843,thematisiert
1844,site
1845,lehrchräft
1846,hänkes
1847,derzue
1848,(i)sch
1849,usserhaub
1850,publiziere
1851,schuele
1852,sötti
1853,beachte
1854,fröhlechers
1855,thema
1856,öbs
1857,git:
1858,ou:
1859,dIr
1860,ech
1861,ehe
1862,hützutag
1863,bedütig
1864,sicherlech
1865,ufne
1866,usere
1867,perspektive
1868,früecher
1869,grosseutere
1870,aluegt
1871,ja:hre
1872,ersti
1873,begägnig
1874,nachdäm
1875,heiter
1876,gänderet
1877,generation
1878,säget
1879,dating
1880,apps
1881,tinder
1882,romantischi
1883,vorstellig
1884,bruchs
1885,öire
1886,nutze
1887,tabu
1888,kriterie
1889,mues
1890,talentshow
1891,me:
1892,kenni
1893,cartoon
1894,serie
1895,yes
1896,online
1897,chame
1898,ja'
1899,gern
1900,dem
1901,findi
1902,rückmeudig
1903,uftritt
1904,live
1905,performe
1906,würds
1907,emne
1908,trio
1909,dus
1910,uswändig
1911,lied
1912,top
1913,verborgnigi
1914,gheimnis
1915,singkarriere
1916,aktiv
1917,DAS
1918,wode
1919,(isch/hesch)
1920,verarschisch
1921,gwüss
1922,gwüsses
1923,täglech
1924,wuche
1925,lustigs
1926,ereignis
1927,wome
1928,priorisiere
1929,theater
1930,demfau
1931,schribet
1932,ougust
1933,(dasch)
1934,klima
1935,debatte
1936,hui
1937,dergäge
1938,sechs
1939,eso
1940,stoff
1941,wett
1942,ungärn
1943,ungerbreche
1944,witerhin
1945,haute
1946,möchtet
1947,aktuell
1948,jugendleche
1949,schüeler
1950,schüelerinne
1951,e(ifa)ch
1952,ufstand
1953,ufsehe
1954,errege
1955,demos
1956,streiks
1957,diskussion
1958,pflanzlechi
1959,lösige
1960,interesse
1961,bevöukerig
1962,schneu
1963,absteue
1964,englischi
1965,wurzle
1966,australisch
1967,muetter
1968,eigentlich
1969,in
1970,bri
1971,brite
1972,gebore
1973,australie
1974,züglet
1975,auschtr
1976,bri_gebore
1977,sibni
1978,bruefsschueu
1979,verglich
1980,isches
1981,churz
1982,arbet
1983,stressig
1984,(jammer/di anger)
1985,iu
1986,rate
1987,chani
1988,schnure
1989,meinig
1990,mischig
1991,ungerstütze
1992,löschä
1993,lösä
1994,ik
1995,als
1996,konflikt
1997,brüederlechi
1998,ja:)
1999,stand
2000,usdiskutiere
2001,JA
2002,prüglet
2003,(ich ha/i cha)
2004,eich
2005,gwunne
2006,chunt
2007,drufa
2008,mitti
2009,acht
2010,(drunger/unger)
2011,ungere
2012,chlinste
2013,ähnlech
2014,chliner
2015,(de/döt)
2016,position
2017,vori
2018,zimmer
2019,grundsätzlech
2020,agfange
2021,steue
2022,währenddäm
2023,hani(ne)
2024,useschicke
2025,funktioniert
2026,hoffe
2027,vierte
2028,lehrjahr
2029,finanziell
2030,möglech
2031,min
2032,situation
2033,nja
2034,bereut
2035,uszügle
2036,drü:
2037,suechen
2038,neue
2039,wohnig
2040,suecht
2041,ebe
2042,fründin
2043,einiges
